id,caption,qas
coco_159545,A plate of some food on a table.,"[{""question"": ""is there a plate of food on the table?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is there food on the plate?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is there some food on the plate?"", ""answer"": ""yes""}]"
coco_75958,A man cooking food on a red art on the street.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is cooking food?"", ""answer"": ""man""}, {""question"": ""is there food?"", ""answer"": ""yes""}, {""question"": ""is there an art?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""art""}, {""question"": ""is the man cooking food?"", ""answer"": ""yes""}, {""question"": ""what is the man doing?"", ""answer"": ""cooking""}, {""question"": ""is the art red?"", ""answer"": ""yes""}, {""question"": ""what color is the art?"", ""answer"": ""red""}, {""question"": ""is the man cooking food on the street?"", ""answer"": ""yes""}, {""question"": ""is the man cooking food on the street or in the kitchen?"", ""answer"": ""on the street""}]"
coco_672044,A fire fire truck parked in a parking lot.,"[{""question"": ""is this a fire truck?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""fire truck""}, {""question"": ""is this a parking lot?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""parking lot""}, {""question"": ""is the fire truck parked?"", ""answer"": ""yes""}]"
coco_36756,a refrigerator with four plastic bottles and one is dark blue,"[{""question"": ""is there a refrigerator?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""refrigerator""}, {""question"": ""are there bottles?"", ""answer"": ""yes""}, {""question"": ""is one of the bottles dark blue?"", ""answer"": ""yes""}, {""question"": ""what color is one of the bottles?"", ""answer"": ""dark blue""}, {""question"": ""are there four bottles?"", ""answer"": ""yes""}, {""question"": ""are the bottles plastic?"", ""answer"": ""yes""}, {""question"": ""what is the material of the bottles?"", ""answer"": ""plastic""}]"
coco_825367,A surfer stands riding down the side of a small wave. ,"[{""question"": ""is this a surfer?"", ""answer"": ""yes""}, {""question"": ""who is riding down the side of a small wave?"", ""answer"": ""surfer""}, {""question"": ""is there a wave?"", ""answer"": ""yes""}, {""question"": ""is the surfer standing?"", ""answer"": ""yes""}, {""question"": ""is the surfer riding down the side of a small wave?"", ""answer"": ""yes""}, {""question"": ""is the wave small?"", ""answer"": ""yes""}, {""question"": ""is the wave small or large?"", ""answer"": ""small""}]"
coco_128933,two different bears fight with each other behind a log,"[{""question"": ""are there bears?"", ""answer"": ""yes""}, {""question"": ""is there a log?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""log""}, {""question"": ""are the bears fighting?"", ""answer"": ""yes""}, {""question"": ""what are the bears doing?"", ""answer"": ""fighting""}, {""question"": ""are there two bears?"", ""answer"": ""yes""}, {""question"": ""are the bears behind the log?"", ""answer"": ""yes""}, {""question"": ""are the bears behind or in front of the log?"", ""answer"": ""behind""}]"
coco_798524,A train on the track pulling by a train station.,"[{""question"": ""is this a train?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""train""}, {""question"": ""is there a track?"", ""answer"": ""yes""}, {""question"": ""what is the train on?"", ""answer"": ""track""}, {""question"": ""what type of place is this?"", ""answer"": ""train station""}, {""question"": ""is the train pulling by the train station?"", ""answer"": ""yes""}]"
coco_144398,A sandwich on a plate with a pickle and peppers.  ,"[{""question"": ""is there a sandwich on the plate?"", ""answer"": ""yes""}, {""question"": ""is there a plate?"", ""answer"": ""yes""}, {""question"": ""is there a pickle?"", ""answer"": ""yes""}, {""question"": ""are there peppers?"", ""answer"": ""yes""}]"
coco_457471,A black and white image of a formal occasion. ,"[{""question"": ""is this a formal occasion?"", ""answer"": ""yes""}, {""question"": ""what type of occasion is this?"", ""answer"": ""formal occasion""}, {""question"": ""is this a black and white image?"", ""answer"": ""yes""}, {""question"": ""what color is the image?"", ""answer"": ""black and white""}, {""question"": ""is this an image?"", ""answer"": ""yes""}, {""question"": ""is this an image, a painting, or a drawing?"", ""answer"": ""image""}]"
coco_562379,A man in white is sitting at a table,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""is the man sitting at the table?"", ""answer"": ""yes""}, {""question"": ""is the man wearing white?"", ""answer"": ""yes""}, {""question"": ""what color is the man wearing?"", ""answer"": ""white""}]"
coco_712300,Large collection of cakes shaped like hearts on a display.,"[{""question"": ""are there cakes shaped like hearts?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""cakes""}, {""question"": ""are the cakes shaped like hearts?"", ""answer"": ""yes""}, {""question"": ""what shape are the cakes?"", ""answer"": ""hearts""}, {""question"": ""is there a display?"", ""answer"": ""yes""}, {""question"": ""is this a large collection of cakes?"", ""answer"": ""yes""}]"
coco_791029,Male tennis player delivery service during a game,"[{""question"": ""is this a male tennis player?"", ""answer"": ""yes""}, {""question"": ""who is delivering something during a game?"", ""answer"": ""male tennis player""}, {""question"": ""is the male tennis player delivering something?"", ""answer"": ""yes""}, {""question"": ""is the male tennis player delivering something during a game?"", ""answer"": ""yes""}, {""question"": ""is this a game?"", ""answer"": ""yes""}]"
coco_274722,The man and woman at the restaurant are holding a full pizza. ,"[{""question"": ""is this a restaurant?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""restaurant""}, {""question"": ""is there a pizza?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""pizza""}, {""question"": ""are the man and woman holding a pizza?"", ""answer"": ""yes""}, {""question"": ""is the pizza full?"", ""answer"": ""yes""}, {""question"": ""is the pizza full or empty?"", ""answer"": ""full""}]"
coco_738449,A commuter train that is in the train yard and is parked. ,"[{""question"": ""is this a commuter train?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""commuter train""}, {""question"": ""is this a train yard?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""train yard""}, {""question"": ""is the train parked?"", ""answer"": ""yes""}]"
coco_118952,A man waits in an airport terminal as planes take-off.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is waiting in an airport terminal?"", ""answer"": ""man""}, {""question"": ""is this an airport terminal?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""airport terminal""}, {""question"": ""are there planes taking off?"", ""answer"": ""yes""}, {""question"": ""is the man waiting in the airport terminal?"", ""answer"": ""yes""}, {""question"": ""are the planes taking off?"", ""answer"": ""yes""}, {""question"": ""what are the planes doing?"", ""answer"": ""taking off""}]"
coco_405625,Number of skiers coming down the mountain on a glorious day  ,"[{""question"": ""are there skiers coming down the mountain?"", ""answer"": ""yes""}, {""question"": ""who is coming down the mountain?"", ""answer"": ""skiers""}, {""question"": ""is this a mountain?"", ""answer"": ""yes""}, {""question"": ""are the skiers coming down the mountain?"", ""answer"": ""yes""}, {""question"": ""what are the skiers doing?"", ""answer"": ""coming down""}, {""question"": ""is this a glorious day?"", ""answer"": ""yes""}]"
coco_792430,Two giraffes standing in high grass near each other.,"[{""question"": ""are there giraffes?"", ""answer"": ""yes""}, {""question"": ""what animals are in the picture?"", ""answer"": ""giraffes""}, {""question"": ""is there grass?"", ""answer"": ""yes""}, {""question"": ""what type of plant is this?"", ""answer"": ""grass""}, {""question"": ""are the giraffes standing?"", ""answer"": ""yes""}, {""question"": ""are there two giraffes?"", ""answer"": ""yes""}, {""question"": ""how many giraffes are in the picture?"", ""answer"": ""2""}, {""question"": ""is the grass high?"", ""answer"": ""yes""}, {""question"": ""is the grass high or low?"", ""answer"": ""high""}, {""question"": ""are the giraffes near each other?"", ""answer"": ""yes""}]"
coco_443963,a bicycle with a basket and a blue and pink umbrella ,"[{""question"": ""is this a bicycle?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""bicycle""}, {""question"": ""is there a basket?"", ""answer"": ""yes""}, {""question"": ""is there an umbrella?"", ""answer"": ""yes""}, {""question"": ""is the umbrella blue and pink?"", ""answer"": ""yes""}, {""question"": ""what color is the umbrella?"", ""answer"": ""blue and pink""}]"
coco_505682,A man standing in a grass field with a dog in front of him and frisbee type toys thrown in the air.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is standing in a grass field?"", ""answer"": ""man""}, {""question"": ""is this a grass field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""grass field""}, {""question"": ""is there a dog?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""dog""}, {""question"": ""are there frisbee type toys thrown in the air?"", ""answer"": ""yes""}, {""question"": ""is the man standing in a grass field?"", ""answer"": ""yes""}, {""question"": ""are the frisbee type toys thrown in the air?"", ""answer"": ""yes""}, {""question"": ""is the dog in front of the man?"", ""answer"": ""yes""}, {""question"": ""is the dog in front of or behind the man?"", ""answer"": ""in front of""}, {""question"": ""are the frisbee type toys thrown in the air or on the ground?"", ""answer"": ""in the air""}]"
coco_61275,an extreme close up of fruits with a white background,"[{""question"": ""are there fruits?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""fruits""}, {""question"": ""is the background white?"", ""answer"": ""yes""}, {""question"": ""what color is the background?"", ""answer"": ""white""}, {""question"": ""is this an extreme close up?"", ""answer"": ""yes""}, {""question"": ""is this an extreme close up or an overview?"", ""answer"": ""extreme close up""}]"
coco_641703,A silver pan topped with pepperoni pizza on a table.,"[{""question"": ""is there a pan topped with pepperoni pizza?"", ""answer"": ""yes""}, {""question"": ""is there pepperoni pizza?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""pepperoni pizza""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is the pan topped with pepperoni pizza?"", ""answer"": ""yes""}, {""question"": ""is the pan silver?"", ""answer"": ""yes""}, {""question"": ""what color is the pan?"", ""answer"": ""silver""}]"
coco_241909,A girl in white and pink shirt riding on a horse.,"[{""question"": ""is this a girl?"", ""answer"": ""yes""}, {""question"": ""is the girl wearing a shirt?"", ""answer"": ""yes""}, {""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is the girl riding on a horse?"", ""answer"": ""yes""}, {""question"": ""what is the girl doing on the horse?"", ""answer"": ""riding""}, {""question"": ""is the shirt white and pink?"", ""answer"": ""yes""}, {""question"": ""what color is the shirt?"", ""answer"": ""white and pink""}]"
